Owner,Collection City,Collection City Geocoordinates,Binder,Number,Composer,Nationality,Title,Opera,Pub. City,Pub. State,Pub. Country,Pub. Coordinates,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,7,"Sharp, Benjamin",,Divertimento,,London,,England,"51.5085300, -0.1257400",Skillern,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,8,"Dussek, J. L. (Johann Ladislaus)",Czech,Sonatinas,,London,,England,"51.5085300, -0.1257400",William Walker,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,9,"Dussek, J. L. (Johann Ladislaus)",Czech,Six sonatinas,,London,,England,"51.5085300, -0.1257400",William Walker,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,10,"Kotzwara, Franz",Czech,Battle of Prague,,,,United States,,,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,11,"Ferrari, G. G. (Giacomo Gotifredo)",Italian,Scene,,London,,England,"51.5085300, -0.1257400",Robert Birchall,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,12,"Arne, Thomas Augustine",English,Overture in Artaxerxes,Artaxerxes,,,United States,,,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,13,"Grosse, W.",,Fra tante ancoscie,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,14,,,Hours of harmony,,London,,England,"51.5085300, -0.1257400",G. Walker,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,15,"Purcell, Henry",English,Purcell's ground,,London,,England,"51.5085300, -0.1257400",H. Andrews,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,16,"Bach, Johann Christian",German,God save the King,,,,United States,,,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,17,"Parrin, I. A.",,Ap Shenken,,London,,England,"51.5085300, -0.1257400",William Walker,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,18,,,Celebrated one finger'd waltz,,London,,England,"51.5085300, -0.1257400",I. Hannam,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,19,"Handel, George Frideric",German,Overture to Samson,,London,,England,"51.5085300, -0.1257400",G. Walker,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,20,"Rossini, Gioacchino",Italian,Much admired air in Cinderella,Cenerentola,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1831,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,21,,,Dulce Domum,,London,,England,"51.5085300, -0.1257400",G. Walker,,1820,Songs with piano,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,22,"Latour, T.",French,Much admired duett,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1820,Piano music (4 hands),1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,23,"Latour, T.",French,Bugle call,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,24,"Osbourn, James G.",,Tooth ache,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,25,"Ianke, I. N.",,Cramer's celebrated Turkish march,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G.E. Blake,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,26,"Dupuis, C.",,God save the King and Rule Britannia,,London,,England,"51.5085300, -0.1257400",W. Wybrow,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,27,,,Soldiers joy,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,28,"Osbourn, James G.",,Christmas & New Year's gift,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,29,"Devereaux, L. (Leonardus)",,Rise gentle moon,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,30,"Viereck, J. C. (John Conrad)",German immigrant,Amusement pour le piano forte,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,31,"Reeve, William",English,Favorite overture,,London,,England,"51.5085300, -0.1257400",Goulding,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,32,"Geib, George",English immigrant,Marseilles hymn,,New York,New York,United States,"40.7142700, -74.0059700",Bourne,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,33,"Meyerbeer, Giacomo",German,Select airs : Crociato in Egitto,Crociato in Egitto,London,,England,"51.5085300, -0.1257400",H. Falkner,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,34,,,Select catalogue,,London,,England,"51.5085300, -0.1257400",H. Falkner,,1820,Catalogs,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,35,,,"Ballet, etc.",,,,United States,,,,1820,Piano music,0,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,1,"Auber, D. F. E. (Daniel Francois Esprit)",French,Air by Auber,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,2,"Herz, Henri",Austrian,Blue bells of Scotland,,New York,New York,United States,"40.7142700, -74.0059700",Hewitt & Jacques,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,3,"Auber, D. F. E. (Daniel Francois Esprit)",French,Better to die,Masaniello,Baltimore,Maryland,United States,"39.2903800, -76.6121900",John Cole,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,4,"Rossini, Gioacchino",Italian,Oh come nascondere,Ermione,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,5,"Hünten, Franz",German,Valse du Barbier de Seville,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,6,"Donizetti, Gaetano",Italian,Variations on a favorite air in Lucia di Lammermoor,Lucia di Lammermoor,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,7,"Mercadante, Saverio",Italian,Rondo on a favorite air in Il bravo,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,8,"Bellini, Vincenzo",Italian,Variations on a favorite air in Sonnambula,Sonnambula,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,9,"Latour, T.",French,Much admired air Sul marcine d'un rio,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,10,"Strauss, Johann, I",Austrian,Venetian gallope and march,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",John F. Nunns,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,11,"Viereck, J. C. (John Conrad)",German immigrant,Teutonia quick step,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,12,"Hünten, Franz",German,Brilliant and easy variations,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,13,"Rossini, Gioacchino",Italian,Variations on a popular air Dove e mai quel core amante,Mosè in Egitto,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,14,"Louis, H.",,Celebrated cachucha dance,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Meignen & Co.,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,15,"Rossini, Gioacchino",Italian,Polonaise from Tancredi,Tancredi,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,16,"Auber, D. F. E. (Daniel Francois Esprit)",French,Rondino villageois,,Mainz,,Germany,"49.9841900, 8.2791000",B. Schott,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,17,"Herz, Henri",Austrian,Marche favorite des chasseurs,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,18,"Weizel, Paul K.",,Oak leaf duett,,New York,New York,United States,"40.7142700, -74.0059700",C.G. Christman,1841,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,19,"Hünten, Franz",German,Non piu morta,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Fiot, Meignen & Co.",,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,20,"Czerny, Charles",Austrian,Prince Albert's royal march,,New York,New York,United States,"40.7142700, -74.0059700",John F. Nunns,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,21,"Strauss, Johann, I",Austrian,Rosa waltz,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,22,"Strauss, Johann, I",Austrian,Philomele waltz,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Piano music (4 hands),1,0
Lisette F. Amelung,Baltimore,"39.2903800, -76.6121900",LOC M1 .A15 v.233,23,"Aschenbach, L.",,Ashland duetts,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,,1830,Piano music (4 hands),1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,1,"Auber, D. F. E. (Daniel Francois Esprit)",French,Music from the opera Fra diavolo,Fra Diavolo,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,1845,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,2,"Rossini, Gioacchino",Italian,Music from the opera of Cinderella,Cenerentola,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,3,,,Gems of English song,,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,4,"Auber, D. F. E. (Daniel Francois Esprit)",French,Music from the opera of Massaniello,Masaniello,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,5,"Russell, Henry",English,"Russell's songs, part second",,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,6,"Russell, Henry",English,Six of Henry Russell's most popular songs,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,1845,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,7,"Balfe, M. W. (Michael William)",Irish,Music from the opera of the Enchantress,Enchantress,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,8,"Balfe, M. W. (Michael William)",Irish,Music from the Bohemian girl,Bohemian girl,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,9,"Russell, Henry",English,"Weep not, a companion to The old arm chair",,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,10,"Wilson, Cornwall B., Mrs.",,Meet me in the willow glen,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",E. Ferrett,1846,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,11,"Norton, Caroline Sheridan",English,Oh! Take me back to Switzerland,,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,12,,,"[Various songs, Ferrett?)",,,,United States,,,,1840,Songs with piano,0,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,13,"Moore, Thomas",Irish,Moore's melodies,,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,1845,1840,Songs with piano,1,0
Sarah B. Packer,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.235,14,,,Music of the Ethiopian serenaders,,New York,New York,United States,"40.7142700, -74.0059700",E. Ferrett,1845,1840,Songs with piano,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,1,"Blumenthal, Jacques",German,Fleurs emblematiques,,Offenbach,,Germany,"50.1006000, 8.7664700",Jean Andre,,1850,Piano music,1,1
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,2,"Mayer, Charles",German,Tremolo etude,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,3,"Meyer, Leopold von",Austrian,Airs Russes,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,4,"Satter, Gustave",Austrian,Pelerinage des oiseux,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G. Andre,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,5,"Goria, A. (Alexandre)",French,Souvineirs d'ill Trovatore,,Mainz,,Germany,"49.9841900, 8.2791000",B. Schott,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,6,"Verdi, Giuseppe",Italian,Prayer from the opera of Othello,Otello,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,7,"Donizetti, Gaetano",Italian,Lucia di Lammermoor,Lucia di Lammermoor,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,8,"Lefébure-Wély, Louis James Alfred",French,Clochette du patre,,Cleveland,Ohio,United States,"41.4995000, -81.6954100",S. Brainard,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,9,"Verdi, Giuseppe",Italian,Fantasie brillante sur l'opera de Verdi La Traviata,Traviata,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,1857,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,10,"Bellini, Vincenzo",Italian,Fantasie pour le piano La Straniera de Bellini,Straniera,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,11,"Donizetti, Gaetano",Italian,Fantaisie su l'opera Lucrezia Borgia,Lucrezia Borgia,Leipzig,,Germany,"51.3396200, 12.3712900",Breitkopf & Hartel,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,12,"Mason, William",American,Silver spring,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1856,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,13,,,Lancer quadrille,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1851,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,14,"Donizetti, Gaetano",Italian,Illustration sur le Brindisi,Lucrezia Borgia,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1859,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,15,"Goria, A. (Alexandre)",French,Etude de concert,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,16,"Ascher, Joseph",Dutch,Danse espagnol,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,17,"Wollenhaupt, H. A. (Hermann Adolf)",German immigrant,Galop di bravura,,New York,New York,United States,"40.7142700, -74.0059700",Frederick Meyer,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,18,"Thalberg, S. (Sigismond)",German,Serenade de Don pasquale,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,19,"Wallace, William Vincent",Irish,Home sweet home,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,20,"Albert, R.",,Silver bell polka,,Cincinnati,Ohio,United States,"39.1620000, -84.4568900",W.C. Peters,,1850,Piano music,1,0
Ellen Douglas Woolley,Lexington,"37.9886900, -84.4777200",LOC M1 .A15 v.236,21,"Schubert, Franz",Austrian,Truite,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,1,0
